tweetID,tweetText,retweeted,tweetRetweetCt,tweetFavoriteCt,tweetSource,tweetdate,userID,userScreen,userName,userLocation,userTimezone,Coordinates,Language,TweetPlace,Tweetcountry,countrycode
1498421795073904642,Russland-Ukraine-Ticker: Putin fordert Entmilitarisierung der Ukraine und Anerkennung der Krim: Russlands Präsident… https://t.co/uVSNbRtVYQ,False,0,0,dlvr.it,2022-02-28 22:16:09+00:00,56989574,ukraineforum,Ukraineforum,Kiew,,"{'type': 'Point', 'coordinates': [30.52349099, 50.45034932]}",de,Ukraine,Ukraine,UA
1498421758743003136,"Ну привіт весна, чекай ще трохи, бо удобряєм землю 🌻🌻🌻 https://t.co/UanzzaAee2",False,0,4,Twitter for iPhone,2022-02-28 22:16:01+00:00,1062311833477042176,khris_lu,"дєвушка, кофе будете?",Україна,,,uk,Ukraine,Ukraine,UA
1498421610679881732,доброго вечора ми з україни https://t.co/Zji1RnL85i,False,0,4,Twitter for iPhone,2022-02-28 22:15:25+00:00,2506849941,obozrel,совсем_obozrel,Украина,,,uk,Ukraine,Ukraine,UA
1498421578601832452,@Compozitor77 так вони з-за Уралу припіздили колись дуже давно.,False,0,1,Twitter for Android,2022-02-28 22:15:18+00:00,538500024,nobodysuperman,пан ПівНіч❄️який Не впав з тандема ™,село на селі,,,uk,Ukraine,Ukraine,UA
1498421533546528779,"чесно, жарти про білорусів на волині ніхуя не смішні

побачила один і моя тривожна перед сном буквально: 📈📈📈",False,4,130,Twitter for iPhone,2022-02-28 22:15:07+00:00,705743976977014784,LHopppe,уже з брекетами 🇺🇦,Дикий Захід,,,uk,Ukraine,Ukraine,UA
1498421515007795205,"Только что опубликовано видео @ Kyiv, Ukraine https://t.co/KLigRK3yEG",False,1,0,Instagram,2022-02-28 22:15:03+00:00,447343523,Udjin1965,Udjin K,Израиль,,"{'type': 'Point', 'coordinates': [30.52361111, 50.45]}",uk,Ukraine,Ukraine,UA
1498421507592183808,"Air raid sirens went off again, already twice tonight. We sought protection in the bomb shelter with our neighbours… https://t.co/Bw1xePwZP9",False,15,49,Twitter for iPhone,2022-02-28 22:15:01+00:00,45721925,FannyFacsar,Fanny Facsar,"Vienna, Austria",,,en,Ukraine,Ukraine,UA
1498421406559838209,@antiputler_news @bondandriy1 Всех стереть в пыль!Точки У есть!,False,0,4,Twitter for Android,2022-02-28 22:14:37+00:00,701429191170985985,NikSvet0739,Svetlana Nikolaevna,,,,ru,Ukraine,Ukraine,UA
1498421342240129025,@Zvychainyi @pani_anni @ssh_sveta Генічеськ!,False,0,1,Twitter for Android,2022-02-28 22:14:21+00:00,121158656,chudo_pahan,Pavel Chudopalov,Kyiv / Dnipro,,,uk,Ukraine,Ukraine,UA
1498421315644141575,A memory from a little while ago. https://t.co/kpFjN2GaO8,False,0,1,Twitter for Android,2022-02-28 22:14:15+00:00,15702417,brianging,Brian Ging,Europe,,,en,Ukraine,Ukraine,UA
1498421253916528656,"@UkrainianOlya @drunk_cachallot А іншим скажуть ""дєнєг нєт, но вьі дєржієсь""",False,0,2,Twitter Web App,2022-02-28 22:14:00+00:00,460352049,MiriamFishman,"євроджавелінівна фіш, фанатка ЗСУ","Odesa, Ukraine",,,uk,Ukraine,Ukraine,UA
1498421074047946756,"@pupsyaaa @Wizard_Severus нет, нет, ты посиди.",False,0,1,Twitter for iPhone,2022-02-28 22:13:18+00:00,1436284742937235456,foxy_and_classy,Лисичка,Ukraine,,,ru,Ukraine,Ukraine,UA
1498421035074572288,Только что опубликовано фото @ Ukraine https://t.co/ngFwbsCpe8,False,0,0,Instagram,2022-02-28 22:13:08+00:00,1247416310,LPaclina,liya_lilina_ya.modnica,Черкассы,,"{'type': 'Point', 'coordinates': [32.0, 49.0]}",ru,Ukraine,Ukraine,UA
1498420986114412550,@dorybvb13 я була надто наївною,False,0,1,Twitter Web App,2022-02-28 22:12:57+00:00,460352049,MiriamFishman,"євроджавелінівна фіш, фанатка ЗСУ","Odesa, Ukraine",,,uk,Ukraine,Ukraine,UA
1498420838911070214,"шок, українські вчені, винайшли новий брендінг для російських танків https://t.co/zQE3h9pPzO",False,1,8,Twitter Web App,2022-02-28 22:12:21+00:00,460352049,MiriamFishman,"євроджавелінівна фіш, фанатка ЗСУ","Odesa, Ukraine",,,uk,Ukraine,Ukraine,UA
1498420826630205449,https://t.co/dMd3O4IYNu,False,0,3,Twitter for iPhone,2022-02-28 22:12:19+00:00,3431232405,kostya_dino,Костя Дінозавров🇺🇦,Kharkiv,,,und,Ukraine,Ukraine,UA
1498420504922935308,Cada vez llegan más refugiados huyendo de la guerra a la frontera con Polonia. En el paso de Punkt Sehyni y Przemys… https://t.co/E4HchJwpdJ,False,8,28,Twitter for Android,2022-02-28 22:11:02+00:00,962064806,jimmyvillasan,Jaime Villanueva,,,,es,Ukraine,Ukraine,UA
1498420496999796744,Сукааа https://t.co/x92kLsBtC7,False,5,9,Twitter for Android,2022-02-28 22:11:00+00:00,248842213,Sten_te,Той самий,Тернопіль,,,ru,Ukraine,Ukraine,UA
1498420407312990213,"@yellow_bubble_n блін, а мені і нікому написати саме про кохання...
шо то обідно((",False,0,26,Twitter for Android,2022-02-28 22:10:39+00:00,1377559747646398465,katrusyyya,Катруся русскій пошел нахуй)),Київ,,,uk,Ukraine,Ukraine,UA
1498420318796455937,"@OstapYarysh Про кількість фейк наче, це держтаємниця",False,0,1,Twitter for iPhone,2022-02-28 22:10:17+00:00,63181023,woof_woofer,My Mom always said,"Kyïv, Ukraine",,,uk,Ukraine,Ukraine,UA
1498420279898517506,"@all_zajebiscie Розкрито план Зеленського ""Весна прийде - саджати будемо"". Саджатимемо у землю здобрену окупантами, а не те що ви подумали",False,0,1,Twitter for Android,2022-02-28 22:10:08+00:00,54493013,jaxx_vb,ДіджиЗСУталізатор,"Ukraine, Kyiv",,,uk,Ukraine,Ukraine,UA
1498419985731002389,Первый день весны,False,2,25,Twitter for Android,2022-02-28 22:08:58+00:00,1171036072966545408,_tredecim_,Thirteen Bitcoins,Харків,,,ru,Ukraine,Ukraine,UA
1498419956312158212,"@buch10_04 @predachenko1 Пора уже ебнуть чем нибудь по Мозырю,откуда бульба фюрер запускает парашинские ракеты!",False,0,1,Twitter for Android,2022-02-28 22:08:51+00:00,701429191170985985,NikSvet0739,Svetlana Nikolaevna,,,,ru,Ukraine,Ukraine,UA
1498419872115666944,هیچوقت فکر نمیکردم کیف،شهری که دیوانه وارعاشقشم رو اینطوری ترک کنم.بااون وضع خرابش ساختمون خرابی که نصفش توی خیابون… https://t.co/tg8JhOpdqS,False,0,0,Twitter for Android,2022-02-28 22:08:31+00:00,1273005355207987200,DanialHadavand,ДАН,,,,fa,Ukraine,Ukraine,UA
1498419833280638977,@Kirilenko_a @stabilnosti Но это не точно.,False,0,1,Twitter for Android,2022-02-28 22:08:22+00:00,1425514026545582083,diana_no33,❗Добрый_вечер❗💙💛,"Украина, Крым",,,ru,Ukraine,Ukraine,UA
1498419793048784897,Только что опубликовано фото @ Ukraine https://t.co/TO9Yrz2I71,False,0,0,Instagram,2022-02-28 22:08:12+00:00,1247416310,LPaclina,liya_lilina_ya.modnica,Черкассы,,"{'type': 'Point', 'coordinates': [32.0, 49.0]}",ru,Ukraine,Ukraine,UA
1498419722139971587,@olehbatkovych В російських рублях не змінилась),False,0,19,Twitter for iPhone,2022-02-28 22:07:55+00:00,63181023,woof_woofer,My Mom always said,"Kyïv, Ukraine",,,uk,Ukraine,Ukraine,UA
1498419647967899648,"@emma62511 @olena_sloboda круто, заєбок, привезете на Оболонь?",False,0,1,Twitter for Android,2022-02-28 22:07:38+00:00,1377559747646398465,katrusyyya,Катруся русскій пошел нахуй)),Київ,,,uk,Ukraine,Ukraine,UA
1498419436746907648,@somushka_ дякую 💖,False,0,1,Twitter for Android,2022-02-28 22:06:47+00:00,1377559747646398465,katrusyyya,Катруся русскій пошел нахуй)),Київ,,,uk,Ukraine,Ukraine,UA
1498419352630140928,@PsionicPsittacc це їм повезло просто попасти. повірте їм зараз не до супутників,False,0,1,Twitter for iPhone,2022-02-28 22:06:27+00:00,1222910619944464384,_Zdanek,Zdankevych Igor,Україна Львів,,,uk,Ukraine,Ukraine,UA
1498419279569604610,大使馆：管不了!什么时候停火停炮，不放一枪一炮就撤离我们,False,0,0,Twitter for Android,2022-02-28 22:06:10+00:00,863944278791278592,PuMYmhsVUU9pcXi,涵秋,,,,zh,Ukraine,Ukraine,UA
1498419186040721411,"Яка їбала, нахуй такі тексти, співчуття, позицію та іншу подібну хуйню. https://t.co/JQDIkiDPWH",False,11,61,Twitter for iPhone,2022-02-28 22:05:47+00:00,1402121719,R_Kulyk,Roman Kulyk,Kyiv,,,uk,Ukraine,Ukraine,UA
1498419099273203718,"З першим березня 
Сирену вимкнули",False,0,1,Twitter for Android,2022-02-28 22:05:27+00:00,633657602,rustednerd,CombatMedic🇺🇦,Україна,,,uk,Ukraine,Ukraine,UA
1498418943408680968,"@flugeheheimen Стрічка нагадала, що вже весна) вирішив не ломати традиції через хуйла",False,0,2,Twitter for Android,2022-02-28 22:04:50+00:00,54493013,jaxx_vb,ДіджиЗСУталізатор,"Ukraine, Kyiv",,,uk,Ukraine,Ukraine,UA
1498418758448123908,Только что опубликовано фото @ Ukraine https://t.co/wayucMAmhP,False,0,0,Instagram,2022-02-28 22:04:05+00:00,1247416310,LPaclina,liya_lilina_ya.modnica,Черкассы,,"{'type': 'Point', 'coordinates': [32.0, 49.0]}",ru,Ukraine,Ukraine,UA
1498418688634011653,"И дело не в указании на фейк, а в той хуйне что ты писала про Украину до этого. 

В лс писать тебе не хочу, мерзко",False,0,4,Twitter for iPhone,2022-02-28 22:03:49+00:00,3431232405,kostya_dino,Костя Дінозавров🇺🇦,Kharkiv,,,ru,Ukraine,Ukraine,UA
1498418686704734214,"Да, личная претензия в том что ты пиздец какая тупая+украинофобка и нихуя не видишь дальше своего носа, а оттого не… https://t.co/wy9b4CXQsf",False,0,11,Twitter for iPhone,2022-02-28 22:03:48+00:00,3431232405,kostya_dino,Костя Дінозавров🇺🇦,Kharkiv,,,ru,Ukraine,Ukraine,UA
1498418615971897348,@Saratzin1 Дозволяю,False,1,2,Twitter for Android,2022-02-28 22:03:31+00:00,1291812852362350598,Valerch61109604,Valerchik,,,,ru,Ukraine,Ukraine,UA
1498418521134575617,"@sternenko Задовбав красуватись, ділись 😆",False,0,11,Twitter for iPhone,2022-02-28 22:03:09+00:00,1402121719,R_Kulyk,Roman Kulyk,Kyiv,,,uk,Ukraine,Ukraine,UA
1498418480168808448,@25_andriy Хочу його бачити на параді перемоги над..... (вгадаєте).....))),False,0,1,Twitter for Android,2022-02-28 22:02:59+00:00,1291812852362350598,Valerch61109604,Valerchik,,,,uk,Ukraine,Ukraine,UA
1498418406890127361,@5AllanLeVito З експропріацією?,False,0,0,Twitter for Android,2022-02-28 22:02:42+00:00,54493013,jaxx_vb,ДіджиЗСУталізатор,"Ukraine, Kyiv",,,uk,Ukraine,Ukraine,UA
1498418325562576898,@Wasjuki @AS7404542949 Но заводят еще больше!!!!,False,0,0,Twitter for iPhone,2022-02-28 22:02:22+00:00,2414877980,ShuNunn,Аndreas,Україна,,,ru,Ukraine,Ukraine,UA
1498418176035594242,Березень заїбав,False,0,31,Twitter for Android,2022-02-28 22:01:47+00:00,54493013,jaxx_vb,ДіджиЗСУталізатор,"Ukraine, Kyiv",,,uk,Ukraine,Ukraine,UA
1498418164685840390,"Боже, яка я йобнута",False,0,2,Twitter for Android,2022-02-28 22:01:44+00:00,1019570383845036033,such__a__cliche,cliché,Харків,,,uk,Ukraine,Ukraine,UA
1498418122440720390,"Скинула їй інфу про те як дізнатись долю їх солдатів.. вона цікавиться, питає і ахуєває.. від того під якою залізно… https://t.co/hKi4uKUymw",False,0,2,Twitter for iPhone,2022-02-28 22:01:34+00:00,1387321554447523841,janomaliavet,•ветеринариня•,Київ,,,uk,Ukraine,Ukraine,UA
1498418120817627138,"So many kids died today (16) because of this fucking war.. we’re not going to keep silent, we’re gonna keep talking… https://t.co/UiSTOsy2dT",False,0,0,Twitter for iPhone,2022-02-28 22:01:33+00:00,526858701,fauxhelms,slava,,,,en,Ukraine,Ukraine,UA
1498418104287875083,Весна почалася жорстко.,False,0,0,Twitter for iPhone,2022-02-28 22:01:29+00:00,2972926102,no_brainz,Невдале селфi,Киев,,,uk,Ukraine,Ukraine,UA
1498418081009442824,"Написала недоколишньому спитати, чи він в порядку. Він не відповідає, а я накручуюсь, чи це через те, що він не хоч… https://t.co/ZbuSmtXkmf",False,0,5,Twitter for Android,2022-02-28 22:01:24+00:00,1019570383845036033,such__a__cliche,cliché,Харків,,,uk,Ukraine,Ukraine,UA
1498417938071699458,Насправді дуже чекала весну,False,0,41,Twitter for iPhone,2022-02-28 22:00:50+00:00,622359443,aira_shepard,commander shepard 🚀,Ukraine,,,uk,Ukraine,Ukraine,UA
1498417829661532160,Боже як же хочеться шоб брат Михалич просто сказав отбой по хате,False,7,56,Twitter for iPhone,2022-02-28 22:00:24+00:00,63181023,woof_woofer,My Mom always said,"Kyïv, Ukraine",,,ru,Ukraine,Ukraine,UA
1498417798124556293,"Весна *закреслено* 
Війна заєбала",False,0,44,Twitter for iPhone,2022-02-28 22:00:16+00:00,622359443,aira_shepard,commander shepard 🚀,Ukraine,,,uk,Ukraine,Ukraine,UA
1498417778352693252,Українці! Браття! Перетворюйте російські танки на металобрухт! Будемо мости відновлювати після війни! https://t.co/1BuaVpqLEU,False,0,0,Twitter for iPhone,2022-02-28 22:00:12+00:00,74434086,winlog,Ποσειδῶν,Somewhere оn the Earth,,,uk,Ukraine,Ukraine,UA
1498417776263847947,"@KyroakoKiller Я студентом.. на ""смерть і голод"" був... хочу ще в Харкові  бути... тримайтесь... https://t.co/gS7fma6LrH",False,1,3,Twitter for Android,2022-02-28 22:00:11+00:00,1291812852362350598,Valerch61109604,Valerchik,,,,uk,Ukraine,Ukraine,UA
1498417619044642816,"Також переписуюсь з однією російською блогеркою, та має більше 70к підписників. Вона боїться виходити на вулицю, бо… https://t.co/nsuTD6EOK6",False,0,3,Twitter for iPhone,2022-02-28 21:59:34+00:00,1387321554447523841,janomaliavet,•ветеринариня•,Київ,,,uk,Ukraine,Ukraine,UA
1498417575239290887,"@wizru_uwu @Greece_LovesJB Siren over now, everything okay",False,0,2,Twitter for Android,2022-02-28 21:59:23+00:00,24255881,Dean147,Dean Astley,Україна,,,en,Ukraine,Ukraine,UA
1498417528602710018,@FouhyStan https://t.co/bfghcdGY9x,False,0,2,Twitter for iPhone,2022-02-28 21:59:12+00:00,1486889857850871814,BannedByPo0rs,Not Banned,,,,und,Ukraine,Ukraine,UA
1498417516644810755,Асаабаділі! Йовбаки https://t.co/6ROzhDpX59,False,0,0,Twitter for iPhone,2022-02-28 21:59:09+00:00,74434086,winlog,Ποσειδῶν,Somewhere оn the Earth,,,uk,Ukraine,Ukraine,UA
1498417329901813765,@romkofim Само собою!))),False,0,0,Twitter for Android,2022-02-28 21:58:25+00:00,21739336,cgtr,Пороблено,Чернігів,,,uk,Ukraine,Ukraine,UA
1498417291704389632,@MVushnevska Щось таке ніс,False,0,0,Twitter for Android,2022-02-28 21:58:16+00:00,411637877,FedoryshynIvan,Іван Федоришин,,,,uk,Ukraine,Ukraine,UA
1498417260897222662,Just posted a photo @ Ukrayna Kiew https://t.co/XX6ygWeXNz,False,0,0,Instagram,2022-02-28 21:58:08+00:00,61186796,ardiccioni,renzo,LOVE ME FOLLOW ME,,"{'type': 'Point', 'coordinates': [30.51922232, 50.44016367]}",en,Ukraine,Ukraine,UA
1498417244883369987,@alexgoldsmit сафарі не треба.,False,0,1,Twitter for Android,2022-02-28 21:58:05+00:00,538500024,nobodysuperman,пан ПівНіч❄️який Не впав з тандема ™,село на селі,,,uk,Ukraine,Ukraine,UA
1498417174507147264,"Це ж наскільки треба бути ДЕБІЛОМ, щоб справжню ВІЙНУ назвати Спєціальной воєнной операциєй? Упороті в корінь потво… https://t.co/S34jO7SMum",False,0,0,Twitter for iPhone,2022-02-28 21:57:48+00:00,74434086,winlog,Ποσειδῶν,Somewhere оn the Earth,,,uk,Ukraine,Ukraine,UA
1498417167821381633,"@VALMICHEL7 Наши мехводы глядя на брошенную кацапскую технику плакали, старое убитое гавно с тобуретками, а тигры, блядь редкосноя хуйня)))",False,0,1,Twitter for iPhone,2022-02-28 21:57:46+00:00,2414877980,ShuNunn,Аndreas,Україна,,,ru,Ukraine,Ukraine,UA
1498417040624922624,@mtaytan @rentvchannel Долбон...,False,0,0,Twitter for Android,2022-02-28 21:57:16+00:00,1486137738164416512,Evgenij42rus,Евгений,Ялта,,,ru,Ukraine,Ukraine,UA
1498417032345309185,Genuine courage ! @zelenskiy_official @ Ukraine Україна https://t.co/vHcqwIjQc3,False,0,0,Instagram,2022-02-28 21:57:14+00:00,1522512074,maureencapecod,Cape Cod Maureen,cape cod mass,,"{'type': 'Point', 'coordinates': [30.52404972, 50.45007168]}",und,Ukraine,Ukraine,UA
1498417002024685571,#УкраїнаПереможе бо ми сильні духом,False,0,0,Twitter for iPhone,2022-02-28 21:57:07+00:00,1498409415992619015,OlgaDasc,OlgaDasc,,,,uk,Ukraine,Ukraine,UA
1498416978503127045,Только что опубликовано фото @ Ukraine https://t.co/UA9u8obazO,False,0,0,Instagram,2022-02-28 21:57:01+00:00,1247416310,LPaclina,liya_lilina_ya.modnica,Черкассы,,"{'type': 'Point', 'coordinates': [32.0, 49.0]}",ru,Ukraine,Ukraine,UA
1498416918591590411,@romkofim Окей!))),False,0,0,Twitter for Android,2022-02-28 21:56:47+00:00,21739336,cgtr,Пороблено,Чернігів,,,ru,Ukraine,Ukraine,UA
1498416825352298496,"Висновок-вона почала в свожму місті виходити на пікети. На одиночні, з іншими не важливо.. вона кожного дня виходит… https://t.co/1VHaLC4JH1",False,0,5,Twitter for iPhone,2022-02-28 21:56:25+00:00,1387321554447523841,janomaliavet,•ветеринариня•,Київ,,,uk,Ukraine,Ukraine,UA
1498416817186000912,@EchoMskNews Вас будут проклинать россияне.,False,0,1,Twitter for Android,2022-02-28 21:56:23+00:00,41077434,diamant625,Ievgenii Diakonov,Odesa. Ukraine,,,ru,Ukraine,Ukraine,UA
1498416708637310986,"apparently #PutinHitler was not loved as a child, that's why he is so beaten off from life",False,0,0,Twitter for iPhone,2022-02-28 21:55:57+00:00,1498409415992619015,OlgaDasc,OlgaDasc,,,,en,Ukraine,Ukraine,UA
1498416578232213515,"Підписана на одну дівчинку с росії. Вона не відомий блогер, підписників має не багато, хоча досить активно веде сво… https://t.co/IBXAsd2rgq",False,0,3,Twitter for iPhone,2022-02-28 21:55:26+00:00,1387321554447523841,janomaliavet,•ветеринариня•,Київ,,,uk,Ukraine,Ukraine,UA
1498416565368279044,@_sergey_boyko Еще больше валяются по дорогам,False,0,2,Twitter for iPhone,2022-02-28 21:55:23+00:00,2414877980,ShuNunn,Аndreas,Україна,,,ru,Ukraine,Ukraine,UA
1498416556237275141,https://t.co/hcDVD9MXKD,False,6,25,Twitter for Android,2022-02-28 21:55:20+00:00,21739336,cgtr,Пороблено,Чернігів,,,und,Ukraine,Ukraine,UA
1498416537266532358,Just posted a photo @ Ukrayna Kiew https://t.co/c2OVwkpR8P,False,0,0,Instagram,2022-02-28 21:55:16+00:00,61186796,ardiccioni,renzo,LOVE ME FOLLOW ME,,"{'type': 'Point', 'coordinates': [30.51922232, 50.44016367]}",en,Ukraine,Ukraine,UA
1498416428474589184,@galapop2 @prm_ua Батька як Путін серед лебедів...,False,0,1,Twitter for Android,2022-02-28 21:54:50+00:00,1291812852362350598,Valerch61109604,Valerchik,,,,uk,Ukraine,Ukraine,UA
1498416400406401025,"Если бы девушки знали что начнётся  война #Putin , то заранее бы записались на маникюрчик, педикюрчик, реснички..",False,0,0,Twitter for iPhone,2022-02-28 21:54:43+00:00,1498409415992619015,OlgaDasc,OlgaDasc,,,,ru,Ukraine,Ukraine,UA
1498416311826849795,@Info53917080 Лише встигли б,False,0,1,Twitter for iPhone,2022-02-28 21:54:22+00:00,2414877980,ShuNunn,Аndreas,Україна,,,uk,Ukraine,Ukraine,UA
1498416275328012289,"моя фраза тіки шо: «а можна вже знімати лінзи, чи цьому хуйлу захочеться ще пострілять?»",False,0,2,Twitter for iPhone,2022-02-28 21:54:13+00:00,2316875663,lercha_klim,lercha /valerie/ 🇺🇦,"kyiv, ukraine",,,uk,Ukraine,Ukraine,UA
1498416235406577669,@sergonaumovich І шо? Хай небо закриють,False,0,16,Twitter for iPhone,2022-02-28 21:54:04+00:00,2414877980,ShuNunn,Аndreas,Україна,,,uk,Ukraine,Ukraine,UA
1498416062278291456,@NDmytriiev Давайте сябри... зробіть хохлам Хатинь.... прославтесь на віка...,False,0,1,Twitter for Android,2022-02-28 21:53:23+00:00,1291812852362350598,Valerch61109604,Valerchik,,,,uk,Ukraine,Ukraine,UA
1498416052048433154,"@huxsmug Also have no information. Hope, they recive help",False,0,1,Twitter for Android,2022-02-28 21:53:20+00:00,1004446614356938752,UkraineValeriya,Valeriya_Ukraine,Украина,,,en,Ukraine,Ukraine,UA
1498416048818769920,"@SergejTalk Эту гниду привести на Крещатик и пусть сожрёт конституцию Украины,которую грозился сжечь на Крещатике!П… https://t.co/W2yR6H5dtp",False,3,27,Twitter for Android,2022-02-28 21:53:19+00:00,701429191170985985,NikSvet0739,Svetlana Nikolaevna,,,,ru,Ukraine,Ukraine,UA
1498416048529362944,@darklunni https://t.co/qwu5sMHnVA,False,0,0,Twitter for iPhone,2022-02-28 21:53:19+00:00,1469388088745074693,mihaylova_jpg,Anastasia Mihaylova,Украина,,,und,Ukraine,Ukraine,UA
1498415818132144131,"@YanaSuporovska та то не сябри, то єблоруси",False,0,2,Twitter for Android,2022-02-28 21:52:24+00:00,271882509,mas_saraksh,Твiй татко,Ukraine,,,uk,Ukraine,Ukraine,UA
1498415812029394951,"@m_smile_v Давай доживем, і вистоїм",False,0,0,Twitter for iPhone,2022-02-28 21:52:23+00:00,2414877980,ShuNunn,Аndreas,Україна,,,uk,Ukraine,Ukraine,UA
1498415799786250240,@darklunni 100% ! И вишенка на торте 👇🏻🤦🏻‍♀️ И в это время в Украине Семьям погибших украинских воинов выплатят 15… https://t.co/RnYU9jMErW,False,1,0,Twitter for iPhone,2022-02-28 21:52:20+00:00,1469388088745074693,mihaylova_jpg,Anastasia Mihaylova,Украина,,,ru,Ukraine,Ukraine,UA
1498415712389509138,@KadriSimson @Energy4Europe @EU_Commission @ENTSO_E @EUCouncil @EUCouncilPress #stoputin #StandForFreedom #StandForTruth,False,0,0,Twitter for Android,2022-02-28 21:51:59+00:00,1453722485841559556,1648NA33E54,Oleksandr Voloshko,Київ,,,und,Ukraine,Ukraine,UA
1498415664528306177,"Не вийдуть руські на вулиці, не та ментальність. Достукатись легше до стіни, ніж до зазомбованих імперською величчю… https://t.co/zHfoJZqENP",False,0,4,Twitter Web App,2022-02-28 21:51:48+00:00,38307741,Yupiterian,Ihor Shevchenko,Україна,,,uk,Ukraine,Ukraine,UA
1498415607699677189,Лол https://t.co/yhUrd2cz5b,False,1,27,Twitter for iPhone,2022-02-28 21:51:34+00:00,1280838844162748417,poltava_xx,Пан Полтава🐱,,,,ru,Ukraine,Ukraine,UA
1498415533007507459,Готується до святкування нашої Перемоги https://t.co/ouT2IgXX2g,False,0,1,Twitter for Android,2022-02-28 21:51:16+00:00,2787599751,alexandrsea,Oleksandr Andrushchenko,Україна,,,uk,Ukraine,Ukraine,UA
1498415528385392651,@Beaver_on Оце амерекоси прикола цього не потягнуть бо діючий президент України в головній ролі діючого президента України.,False,0,11,Twitter for iPhone,2022-02-28 21:51:15+00:00,1280838844162748417,poltava_xx,Пан Полтава🐱,,,,uk,Ukraine,Ukraine,UA
1498415447116550146,"@gruxxa Both the propagandists &amp; the invaders use all available means. If needed, the 1st will easily concoct a sto… https://t.co/f9T8J71Sxw",False,0,0,Twitter for Android,2022-02-28 21:50:56+00:00,26212976,SilenceAndFire,Irene Barhatnaya,"Kiev, Ukraine",,,en,Ukraine,Ukraine,UA
1498415315016982539,".💔🥲طق لايك فضلا 
.

.

.

.

.
#explorar #explore #explora #explorar #photo #model #modelo #cabeludinhos #fypシ… https://t.co/kfhQduJUra",False,0,0,Instagram,2022-02-28 21:50:24+00:00,1218293662376960003,4iilt,محمد بن علي,,,"{'type': 'Point', 'coordinates': [30.52404972, 50.45007168]}",und,Ukraine,Ukraine,UA
1498415258121220101,Glory to Ukraine! #StandingWithUkraine https://t.co/mgtHJsV4zz,False,4,9,Twitter for iPhone,2022-02-28 21:50:11+00:00,3174045111,mykolska,Nataliya Mykolska,Ukraine,,,en,Ukraine,Ukraine,UA
1498415184221814784,Слава Україні 💙💛 https://t.co/tR1FS50ciO,False,4,4,Twitter for iPhone,2022-02-28 21:49:53+00:00,3174045111,mykolska,Nataliya Mykolska,Ukraine,,,uk,Ukraine,Ukraine,UA
1498415104781656067,@lae_aleri @zla_kartoplia @Sexkage_ Та мене також,False,0,2,Twitter for iPhone,2022-02-28 21:49:34+00:00,3431232405,kostya_dino,Костя Дінозавров🇺🇦,Kharkiv,,,uk,Ukraine,Ukraine,UA
1498415092605591552,@OstapYarysh От сцикуни),False,0,26,Twitter for Android,2022-02-28 21:49:31+00:00,52801795,tumick,Олександр Тумак 🇺🇦,Київ,,,bg,Ukraine,Ukraine,UA
1498414871465140227,"#dnipro #ucraina 
Paura per attacchi dal cielo 
Con Simone Traini e Mauro Folio https://t.co/U7nz44Iias",False,6,38,Twitter for iPhone,2022-02-28 21:48:39+00:00,567542708,StefaniaBattis4,Stefania Battistini,,,,it,Ukraine,Ukraine,UA
1498414870802448386,@zminaUA @CrimeaUA1 https://t.co/oMQXghkKR7,False,0,1,Twitter for Android,2022-02-28 21:48:39+00:00,701429191170985985,NikSvet0739,Svetlana Nikolaevna,,,,und,Ukraine,Ukraine,UA
1498414860467593220,"@IllyaExt На місці. 
Саме помітне що зробив - каже або відкривайте аптеки, або будемо відкривати їх самі.",False,0,0,Twitter for Android,2022-02-28 21:48:36+00:00,21739336,cgtr,Пороблено,Чернігів,,,uk,Ukraine,Ukraine,UA
1498414814212800512,"Я не для того півроку злазила з транків і нейролептиків, щоб через якогось їблана повернутись до них знов",False,0,10,Twitter for Android,2022-02-28 21:48:25+00:00,1019570383845036033,such__a__cliche,cliché,Харків,,,uk,Ukraine,Ukraine,UA
1498414760991367169,"@DarkSoulsFan12 Та ну реально, чи не насрати? Все одно ці кончені генерують продукт для свого ТБ, всі адекватні країни розуміють що це хуйня",False,0,3,Twitter for Android,2022-02-28 21:48:12+00:00,54493013,jaxx_vb,ДіджиЗСУталізатор,"Ukraine, Kyiv",,,uk,Ukraine,Ukraine,UA
1498414757367496705,@zminaUA @CrimeaUA1 https://t.co/LzrbF6hcSC,False,0,1,Twitter for Android,2022-02-28 21:48:12+00:00,701429191170985985,NikSvet0739,Svetlana Nikolaevna,,,,und,Ukraine,Ukraine,UA
1498414724559556630,@sosashk шоб показать в котрий раз шо вони із себе нічо не представляють,False,0,0,Twitter for iPhone,2022-02-28 21:48:04+00:00,1486767571026206720,FilechkaEliseev,филя елисеев 🇺🇦,"Україна , Черкаси",,,ru,Ukraine,Ukraine,UA
1498414662685278215,@zminaUA @CrimeaUA1 https://t.co/QgEqoiWwZr,False,0,1,Twitter for Android,2022-02-28 21:47:49+00:00,701429191170985985,NikSvet0739,Svetlana Nikolaevna,,,,und,Ukraine,Ukraine,UA
1498414652870512655,"Пока русские переживают за свои сети, украинцы переживают за родных. Вот вам и разница в «братьях»",False,0,0,Twitter for iPhone,2022-02-28 21:47:47+00:00,1498409415992619015,OlgaDasc,OlgaDasc,,,,ru,Ukraine,Ukraine,UA
